lakeid,trans,dist,setdate,coldate,daysout,aran_other,lyco_pal_m,lyco_pal_f,lyco_hyp_m,lyco_hyp_f,lyco_sph_m,lyco_sph_f,lyco_alp_m,lyco_alp_f,lyco_unid_m,lyco_unid_f,lyco_juv,lyco_total,egsa,liny,gnap,thom,opil,acar_other,trom,acar_total,cole_other,cryp,stap,cara,curc,colj,clmb,comments,comments 2
hel,hel1,150,2014-06-14,2014-06-29,15,1,6,3,11,3,0,0,0,0,0,0,0,23,4,4,3,2,0,38,162,200,0,0,0,0,0,1,NA,"lyco, 2jF; gnap 1F",
hel,hel1,500,2014-06-14,2014-06-29,15,0,11,1,35,2,12,4,0,0,0,0,2,67,4,3,2,0,7,7,18,25,0,0,0,0,0,0,NA,"liny 3F, 1M; thom 1F",
hel,hel2,5,2014-06-14,2014-06-29,15,5,0,0,3,0,28,19,0,0,0,0,2,52,19,2,0,0,4,5,5,10,0,0,0,6,0,0,NA,"lyco 5M, 1F, 3jM, 3jF",
hel,hel2,50,2014-06-14,2014-06-29,15,0,6,1,9,1,1,0,0,0,0,0,1,19,2,4,2,0,0,3,42,45,0,0,0,1,0,0,NA,,
hel,hel2,150,2014-06-14,2014-06-29,15,0,4,1,6,4,0,0,0,0,0,0,0,15,4,1,1,0,1,4,76,80,0,0,0,0,0,0,NA,"liny 1M, 2F",
hel,hel2,500,2014-06-14,2014-06-29,15,0,4,0,15,2,4,0,0,0,0,0,0,25,2,1,0,1,3,4,42,46,0,0,0,0,0,0,NA,"liny 1M, 1F",
myv,btl,5,2014-06-22,2014-07-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,24,3,27,5,4,0,1,0,0,NA,liny 4jF,
myv,btl,50,2014-06-22,2014-07-05,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,15,1,16,0,6,1,4,1,1,NA,"liny 6M, 4F, 2J; gnap 1j, Thom 2M, 2F, 1j",
myv,btl,150,2014-06-22,2014-07-05,13,0,10,0,0,0,2,0,0,0,0,0,0,12,0,3,1,1,3,27,2,29,0,0,0,11,0,0,NA,"liny 1M, 2F, 1jF; gnap 1jM",
myv,hag,5,2014-06-22,2014-07-05,13,0,6,3,0,0,0,1,0,0,0,0,1,11,3,4,2,0,4,19,17,36,0,3,1,2,0,1,NA,"lyco 1jM, 2jF; liny 12M, 2F",
myv,hag,50,2014-06-22,2014-07-05,13,0,2,2,0,0,0,0,0,0,0,0,0,4,2,4,0,0,1,11,9,20,0,0,0,0,1,0,NA,"lyco 1F, 2M; liny 1jF, 2F, 4M",
myv,hag,150,2014-06-22,2014-07-05,13,0,9,1,0,0,0,1,0,0,0,0,1,12,2,4,7,0,5,51,12,63,0,0,0,0,0,0,NA,"Lyco 3jF, Thom 1M",
myv,hag,500,2014-06-22,2014-07-05,13,0,10,4,0,0,2,0,0,0,0,0,0,16,3,3,1,0,6,3,1,4,0,0,0,2,0,0,NA,"lyco 3M, 1jM; gnap 1jM",
myv,kal,5,2014-06-22,2014-07-05,13,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,8,32,27,59,0,1,5,0,0,0,NA,"many midges in this sample; liny1M, 1j, 4jM, 1jF ",
myv,kal,50,2014-06-22,2014-07-05,13,0,3,2,0,0,0,0,0,0,0,0,1,6,1,7,1,2,1,7,4,11,0,0,0,0,0,0,NA,"lyco 3jF; gnap 1jF; thom 1M, 1jM, 1jF",
myv,kal,150,2014-06-22,2014-07-05,13,0,10,1,0,0,0,0,0,0,0,0,0,11,0,2,1,0,7,10,0,10,0,0,0,0,0,0,NA,cup dropped,
myv,non,5,2014-06-22,2014-07-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,41,1,42,0,1,16,8,0,0,NA,,
myv,non,50,2014-06-22,2014-07-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,2,22,8,30,0,3,0,1,0,0,NA,"liny 4M, 1j",
myv,non,150,2014-06-22,2014-07-05,13,0,1,3,0,0,0,0,0,0,0,0,0,4,2,5,3,0,1,27,6,33,0,0,0,0,0,0,NA,,
myv,vin,5,2014-06-22,2014-07-05,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,31,5,36,0,18,6,0,0,2,NA,"liny 4F, 1M",
myv,vin,50,2014-06-22,2014-07-05,13,0,2,5,0,0,1,0,0,0,0,0,0,8,6,4,1,0,3,13,32,45,0,0,0,1,0,0,NA,"lyco 4jM, 4jF, 2unident.j; liny 1M, 1F",
myv,vin,150,2014-06-22,2014-07-05,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,13,0,0,0,1,0,0,NA,"liny 3F, 1M; gnap 1F",
hel,hel1,5,2014-06-29,2014-07-15,16,0,0,0,0,0,1,8,0,0,0,0,2,11,8,0,0,0,24,2,1,3,0,0,0,11,0,0,NA,"lyco PS 69M, 24F; PH 2M; AA 4M, 2F; Juv. 2M, 4F",
hel,hel1,50,2014-06-29,2014-07-15,16,0,2,1,0,1,0,0,0,0,0,0,1,5,1,4,0,1,2,6,17,23,0,1,0,1,0,0,NA,"lyco PP 14M, 7F; PH 31M, 17F; PS 4M, 4F",
hel,hel1,150,2014-06-29,2014-07-15,16,0,1,0,0,2,0,0,0,0,0,0,1,4,2,6,3,1,1,18,92,110,0,0,0,2,0,0,NA,"PP 14M, 14F; PH 18M, 12F; PS 1M, 1F",
hel,hel1,500,2014-06-29,2014-07-15,16,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,1,8,4,12,16,0,0,0,0,0,0,NA,"lyco PS 17M, 8F; PP 6M, 6F; PH 27M, 3F",
hel,hel2,5,2014-06-29,2014-07-15,16,0,0,0,0,0,3,11,0,0,0,0,3,17,8,2,0,0,11,3,6,9,0,0,0,0,0,0,NA,"lyco PS 46M, 25F; PH 16M, 5F; AA 1M",
hel,hel2,50,2014-06-29,2014-07-15,16,0,2,1,0,3,0,0,0,0,0,0,0,6,4,3,1,1,4,7,19,26,0,0,0,0,0,0,NA,"lyco PS 2M; PP 3M, 11F; PH 1M, 5F",There is a very large discrepancy between the old and new counts. New used
hel,hel2,150,2014-06-29,2014-07-15,16,0,0,2,0,3,0,0,0,0,0,0,0,5,5,1,1,0,0,12,23,35,0,0,0,0,0,0,NA,"lyco PP 7M, 1F; PH 11M, 3F",
hel,hel2,500,2014-06-29,2014-07-15,16,0,0,2,1,1,2,0,0,0,0,0,2,8,3,2,1,0,1,14,12,26,0,0,0,0,0,0,NA,,
myv,btl,5,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,82,2,84,0,11,2,1,1,0,NA,lyco PS 1F,
myv,btl,50,2014-07-09,2014-07-19,10,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,7,0,10,21,6,27,0,7,1,2,1,0,NA,"lyco PP 1M; PS 1M; PH 3M, 1F",
myv,btl,150,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,5,12,0,1,0,5,0,0,NA,lyco PS 8M; PP 5M; PH 1M,
myv,hag,5,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45,47,0,0,2,4,0,0,NA,,
myv,hag,50,2014-07-09,2014-07-19,10,0,0,4,0,0,0,0,0,0,0,0,4,8,4,1,3,5,0,11,31,42,0,0,0,0,0,0,NA,"lyco PP 32M, 5F; PS 10",
myv,hag,150,2014-07-09,2014-07-19,10,0,10,2,0,0,0,0,0,0,0,0,3,15,2,6,5,1,3,29,151,180,1,0,0,0,0,0,NA,"lyco PP 27M, 4F; PH 2M; PS 6M",
myv,hag,500,2014-07-09,2014-07-19,10,0,4,2,0,0,0,0,0,0,0,0,0,6,2,6,1,3,2,13,18,31,0,1,2,1,0,0,NA,"lyco PP 101M, 9F; PH 21M, 1F; PS 7M, 1F; AA 1F",
myv,kal,5,2014-07-09,2014-07-19,10,0,0,2,0,0,0,1,0,0,0,0,0,3,3,6,2,3,3,79,19,98,0,3,15,4,0,2,NA,"lyco PS 1M, 1F; PH 2F; PP 3M",
myv,kal,50,2014-07-09,2014-07-19,10,0,3,1,0,0,0,0,0,0,0,0,1,5,0,7,4,1,3,6,9,15,0,0,0,0,0,0,NA,"lyco PP 12M, 1F; AA 3M",
myv,kal,150,2014-07-09,2014-07-19,10,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10,0,0,3,7,2,9,0,0,0,1,0,0,NA,"1 caterpillar; PH 1F, PS 1M; PP 11M",
myv,non,5,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,10,0,0,2,22,0,0,NA,,
myv,non,50,2014-07-09,2014-07-19,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,49,34,83,0,7,1,0,0,0,NA,caterpillar; lyco PP 4M,
myv,non,150,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,7,35,11,46,0,0,0,0,0,0,NA,PP 26M; PS 1M; PH 1F,
myv,vin,5,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,57,17,74,0,14,6,0,0,9,NA,"lyco PP 4M, 9F; PS 3M; PH 1M",
myv,vin,50,2014-07-09,2014-07-19,10,0,0,9,0,0,0,0,0,0,0,0,2,11,8,0,0,1,8,22,126,148,0,1,2,0,0,0,NA,"lyco PP 94M, 18F; PS 37M, 9F",
myv,vin,150,2014-07-09,2014-07-19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,12,17,0,0,3,1,0,0,NA,"3 caterpillars; PH 3F, PS 3F, 8M; PP 13M",
hel,hel1,5,2014-07-15,2014-07-29,14,0,0,0,0,1,0,3,0,0,0,0,2,6,2,0,0,0,10,3,10,13,0,0,0,13,0,0,NA,,
hel,hel1,50,2014-07-15,2014-07-29,14,0,0,1,0,3,0,0,0,0,0,0,1,5,1,5,3,1,5,5,63,68,0,0,0,1,0,0,NA,,
hel,hel1,150,2014-07-15,2014-07-29,14,0,3,5,0,5,0,0,0,0,0,0,6,19,2,1,2,1,0,14,104,118,0,0,0,0,0,0,NA,,
hel,hel1,500,2014-07-15,2014-07-29,14,0,0,2,0,2,0,7,0,0,0,0,6,17,0,3,1,2,10,4,80,84,0,0,0,0,0,0,NA,,
hel,hel2,5,2014-07-15,2014-07-29,14,0,0,0,0,1,0,3,0,0,0,0,1,5,4,2,0,0,11,14,13,27,0,0,0,0,0,0,NA,,
hel,hel2,50,2014-07-15,2014-07-29,14,0,0,1,0,4,0,0,0,0,0,0,1,6,4,1,2,0,4,9,18,27,0,1,0,0,0,0,NA,,
hel,hel2,150,2014-07-15,2014-07-29,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,6,31,37,0,0,0,0,0,0,NA,1 Auchenorrhyncha,
hel,hel2,500,2014-07-15,2014-07-29,14,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,1,0,1,8,30,38,0,3,0,0,0,0,NA,,
myv,btl,5,2014-07-19,2014-08-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,51,11,62,0,3,8,3,0,0,NA,1 Auchenorrhyncha; 2 stenorrhyncha; 1 curculionidae,
myv,btl,50,2014-07-19,2014-08-03,15,0,0,2,0,0,0,0,0,0,0,0,0,2,0,46,1,1,1,5,1,6,0,10,0,0,0,0,NA,,
myv,btl,150,2014-07-19,2014-08-03,15,0,1,5,0,1,0,2,0,0,0,0,1,10,2,3,1,4,1,2,29,31,0,0,1,9,0,0,NA,,
myv,hag,5,2014-07-19,2014-08-03,15,0,0,0,0,0,0,2,0,0,0,0,0,2,1,24,0,0,1,9,90,99,0,8,7,0,0,1,NA,Missing (both infall and pitfall out of place; human interference?),
myv,hag,50,2014-07-19,2014-08-03,15,0,0,6,0,0,0,0,0,0,0,0,1,7,2,1,6,4,1,22,34,56,0,0,0,0,0,0,NA,,
myv,hag,150,2014-07-19,2014-08-03,15,0,11,1,0,0,0,0,0,0,0,0,0,12,0,4,2,1,1,8,104,112,0,0,0,0,0,0,NA,cup pulled out of ground?,
myv,hag,500,2014-07-19,2014-08-03,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,7,12,0,0,0,0,0,0,NA,1 slug,
myv,kal,5,2014-07-19,2014-08-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,5,101,36,137,0,5,11,19,0,0,NA,,
myv,kal,50,2014-07-19,2014-08-03,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,26,31,57,0,0,0,0,0,0,NA,,
myv,kal,150,2014-07-19,2014-08-03,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,6,25,31,0,0,1,0,0,0,NA,1 Auchenorrhyncha,
myv,non,5,2014-07-19,2014-08-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,10,0,0,17,14,0,0,NA,"sample spilled after counting, but mostly recovered",
myv,non,50,2014-07-19,2014-08-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,66,39,105,0,8,6,3,0,0,NA,,
myv,non,150,2014-07-19,2014-08-03,15,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,4,3,3,16,11,27,0,0,0,0,0,0,NA,,
myv,vin,5,2014-07-19,2014-08-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,41,23,64,0,0,3,10,0,1,NA,,
myv,vin,50,2014-07-19,2014-08-03,15,0,0,3,0,0,0,0,0,0,0,0,2,5,1,8,0,0,0,21,52,73,0,1,6,0,0,0,NA,2 caterpillars,
myv,vin,150,2014-07-19,2014-08-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,0,3,1,0,0,NA,,
myv,btl,5,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,1,0,0,,
myv,btl,50,2015-06-06,2015-06-11,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,5,1,1,0,1,0,2,0,0,1,0,8,,
myv,btl,150,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,9,0,0,0,0,0,0,5,0,0,9,,
myv,hag,5,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,1,10,4,6,10,0,4,2,1,0,0,151,pit lid off,
myv,hag,50,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,28,1,0,1,0,1,2,0,0,0,68,pitfall out of ground,
myv,hag,150,2015-06-06,2015-06-11,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,0,0,0,0,0,3,pit lid off,
myv,hag,500,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,,
myv,kal,5,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,0,3,0,1,1,3,1,1,16,,
myv,kal,50,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,3,0,0,3,,
myv,kal,150,2015-06-06,2015-06-11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spilled a little of sample, but don't think anything was lost",
myv,non,5,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1 hymenoptera,
myv,non,50,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,6,,
myv,non,150,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,pit lid half off,
myv,vin,5,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,4,1,0,0,0,55,,
myv,vin,50,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,9,9,0,2,0,0,1,0,1,1,0,0,3,1,0,0,18,,
myv,vin,150,2015-06-06,2015-06-11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,8,2,3,5,0,0,0,0,0,0,18,,
hel,hel1,5,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,7,0,0,1,2,0,2,0,0,0,1,0,0,8,,
hel,hel1,50,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4,0,0,5,0,0,0,0,0,1,0,0,0,34,rock in cup,
hel,hel1,150,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,pit lid half off,
hel,hel1,500,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,0,0,0,33,,
hel,hel2,5,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,6,0,0,2,0,4,0,0,0,0,0,1,1,0,0,38,,
hel,hel2,50,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,7,,
hel,hel2,150,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,rock in cup,
hel,hel2,500,2015-06-06,2015-06-11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,1,1,2,3,0,0,0,0,0,0,2,,
myv,btl,5,2015-06-11,2015-06-27,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0,0,8,0,0,0,0,0,0,1,0,0,0,,
myv,btl,50,2015-06-11,2015-06-27,16,0,1,0,3,1,1,0,0,0,0,0,0,6,0,49,6,3,21,11,1,12,1,0,0,1,0,0,32,,
myv,btl,150,2015-06-11,2015-06-27,16,0,5,0,1,0,8,0,0,0,0,0,0,14,2,20,0,3,23,26,27,53,0,3,3,5,0,0,155,,
myv,hag,5,2015-06-11,2015-06-27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,120,10,130,0,3,0,0,0,0,265,,
myv,hag,50,2015-06-11,2015-06-27,16,0,32,5,0,0,10,0,0,0,0,0,0,47,0,25,4,4,29,72,50,122,0,1,3,0,0,0,152,,
myv,hag,150,2015-06-11,2015-06-27,16,0,27,4,2,0,6,0,0,0,0,0,0,39,0,3,2,1,1,11,26,37,0,0,0,0,0,0,37,,
myv,hag,500,2015-06-11,2015-06-27,16,1,101,9,21,1,7,1,0,1,0,0,0,141,0,3,7,0,0,2,33,35,0,0,0,1,0,0,0,,
myv,kal,5,2015-06-11,2015-06-27,16,0,3,0,0,2,1,1,0,0,0,0,0,7,0,19,0,0,9,16,20,36,5,2,13,8,0,0,140,,
myv,kal,50,2015-06-11,2015-06-27,16,0,12,1,0,0,0,0,3,0,0,0,0,16,0,15,9,5,6,18,22,40,0,0,0,2,0,0,42,,
myv,kal,150,2015-06-11,2015-06-27,16,6,11,0,0,1,1,0,0,0,0,0,0,13,0,0,8,4,5,2,7,9,0,0,0,1,0,0,4,,
myv,non,5,2015-06-11,2015-06-27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,28,0,28,0,25,11,10,0,0,17,,
myv,non,50,2015-06-11,2015-06-27,16,0,4,0,0,0,0,0,0,0,0,0,0,4,0,33,2,4,10,8,4,12,0,3,0,3,0,0,51,,
myv,non,150,2015-06-11,2015-06-27,16,1,26,0,0,1,1,0,0,0,0,0,0,28,0,1,3,2,0,0,41,41,0,0,0,0,0,0,45,,
myv,vin,5,2015-06-11,2015-06-27,16,0,4,9,1,0,3,0,0,0,0,0,0,17,0,22,1,0,7,33,3,36,0,4,0,1,0,0,204,,
myv,vin,50,2015-06-11,2015-06-27,16,0,94,18,0,0,37,9,0,0,0,0,0,158,0,28,7,1,4,32,78,110,0,0,2,4,0,0,134,,
myv,vin,150,2015-06-11,2015-06-27,16,11,13,0,0,3,8,3,0,0,0,0,0,27,0,3,7,1,8,25,292,317,0,0,1,4,0,0,44,,
hel,hel1,5,2015-06-11,2015-06-27,16,0,0,0,2,0,69,24,4,2,0,0,6,107,0,12,0,0,8,6,0,6,0,0,0,7,0,0,47,,
hel,hel1,50,2015-06-11,2015-06-27,16,0,14,7,31,17,4,4,0,0,0,0,0,77,0,15,4,4,3,22,67,89,0,0,0,2,0,1,185,,
hel,hel1,150,2015-06-11,2015-06-27,16,1,14,14,18,12,1,1,0,0,0,0,0,60,0,2,4,3,0,0,337,337,0,0,0,1,0,0,79,,
hel,hel1,500,2015-06-11,2015-06-27,16,0,6,6,27,3,17,8,0,0,0,0,0,67,0,8,0,4,17,6,67,73,0,0,0,5,0,0,110,,
hel,hel2,5,2015-06-11,2015-06-27,16,0,0,0,16,5,46,25,1,0,0,0,0,93,0,11,1,0,5,9,7,16,0,0,0,7,0,0,58,,
hel,hel2,50,2015-06-11,2015-06-27,16,0,3,11,1,5,2,0,0,0,0,0,1,23,4,1,1,1,9,8,0,8,0,0,0,0,0,0,43,,
hel,hel2,150,2015-06-11,2015-06-27,16,3,7,1,11,3,0,0,0,0,0,0,0,22,0,8,3,3,5,0,264,264,0,0,0,0,0,0,113,,
hel,hel2,500,2015-06-11,2015-06-27,16,0,5,4,8,8,2,0,0,0,0,0,0,27,0,2,7,1,10,5,62,67,0,0,0,0,0,0,28,,
myv,btl,5,2015-06-27,2015-07-13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,2,0,2,0,1,11,0,0,0,25,,
myv,btl,50,2015-06-27,2015-07-13,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28,3,0,8,21,0,21,0,0,1,0,0,0,28,,
myv,btl,150,2015-06-27,2015-07-13,16,0,4,0,0,1,5,0,0,0,0,0,0,10,0,10,3,1,7,6,12,18,0,2,1,7,0,0,26,,
myv,hag,5,2015-06-27,2015-07-13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
myv,hag,50,2015-06-27,2015-07-13,16,0,5,2,0,0,2,0,0,0,0,0,0,9,0,2,1,0,16,48,33,81,0,0,0,0,0,0,53,,
myv,hag,150,2015-06-27,2015-07-13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
myv,hag,500,2015-06-27,2015-07-13,16,0,17,0,7,4,14,0,0,0,0,0,1,43,3,0,1,1,2,0,33,33,0,0,0,0,0,0,18,,
myv,kal,5,2015-06-27,2015-07-13,16,0,0,1,0,0,1,0,0,0,0,0,0,2,0,14,0,0,6,36,3,39,0,0,6,13,6,0,66,3 unknown arthropods saved in separate vial,
myv,kal,50,2015-06-27,2015-07-13,16,0,2,0,0,1,0,0,0,0,0,0,0,3,0,4,5,1,1,3,22,25,0,0,0,2,0,0,8,"1 hemiptra, piece of vegetation had all of the ""other mites"" on it",
myv,kal,150,2015-06-27,2015-07-13,16,0,0,2,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,3,4,0,0,0,0,0,0,7,,
myv,non,5,2015-06-27,2015-07-13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,20,0,0,7,3,0,0,35,,
myv,non,50,2015-06-27,2015-07-13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,2,24,3,27,0,1,0,1,0,0,10,,
myv,non,150,2015-06-27,2015-07-13,16,0,2,1,0,0,0,0,0,0,0,0,1,4,0,4,4,0,9,2,25,27,1,0,0,0,0,0,28,,
myv,vin,5,2015-06-27,2015-07-13,16,0,0,0,1,0,2,0,0,0,0,0,0,3,0,16,0,0,5,12,1,13,0,7,8,1,0,0,107,,
myv,vin,50,2015-06-27,2015-07-13,16,0,7,5,0,0,11,1,0,0,0,0,1,25,4,20,1,0,1,9,75,84,0,3,1,3,0,1,49,,
myv,vin,150,2015-06-27,2015-07-13,16,0,1,0,0,1,2,0,0,0,0,0,0,4,1,5,3,1,2,3,201,204,0,0,2,0,0,0,7,,
hel,hel1,5,2015-06-27,2015-07-13,16,0,0,0,0,0,17,10,0,0,0,0,0,27,2,0,0,0,1,8,12,20,0,0,0,2,0,0,25,"11 slugs, 2 bombus, messey sample - spiders damaged",
hel,hel1,50,2015-06-27,2015-07-13,16,0,3,0,6,10,0,1,0,0,0,0,1,21,1,0,3,1,0,2,35,37,0,0,0,1,0,0,14,"4 hemipterans, 4 snails",
hel,hel1,150,2015-06-27,2015-07-13,16,0,1,2,9,4,0,0,0,0,0,0,2,18,0,5,1,1,0,39,97,136,0,0,0,0,0,0,32,,
hel,hel1,500,2015-06-27,2015-07-13,16,0,2,0,4,2,10,1,0,0,0,0,1,20,2,4,5,3,4,10,52,62,0,1,0,2,0,0,20,"1 lep larvae, 4 snails",
hel,hel2,5,2015-06-27,2015-07-13,16,0,1,0,0,0,13,5,0,0,0,0,0,19,0,6,1,0,6,17,16,33,0,0,0,2,0,0,23,,
hel,hel2,50,2015-06-27,2015-07-13,16,0,1,3,3,2,2,0,0,0,0,0,0,11,2,2,0,0,4,4,25,29,0,0,0,0,0,0,3,,
hel,hel2,150,2015-06-27,2015-07-13,16,0,4,3,2,1,0,0,0,0,0,0,1,11,1,0,2,3,1,10,181,191,0,0,0,0,0,0,2,,
hel,hel2,500,2015-06-27,2015-07-13,16,0,0,1,1,2,0,0,0,0,0,0,1,5,0,4,0,0,2,3,31,34,0,0,0,0,0,0,6,,
myv,btl,5,2015-07-13,2015-07-30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,6,0,6,0,9,2,2,0,0,41,,
myv,btl,50,2015-07-13,2015-07-30,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,31,0,0,7,23,0,23,0,1,4,2,0,0,31,,
myv,btl,150,2015-07-13,2015-07-30,17,0,1,0,0,0,0,0,0,0,0,0,2,3,1,4,1,0,13,22,2,24,0,7,0,1,1,0,212,,
myv,hag,5,2015-07-13,2015-07-30,17,0,5,1,0,0,1,3,0,0,0,0,0,10,3,10,2,0,3,44,17,61,0,5,8,3,0,0,33,,
myv,hag,50,2015-07-13,2015-07-30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
myv,hag,150,2015-07-13,2015-07-30,17,0,8,0,0,0,1,0,0,0,0,0,3,12,0,2,0,0,2,6,3,9,0,0,0,0,0,0,4,,
myv,hag,500,2015-07-13,2015-07-30,17,0,12,4,1,0,5,2,0,0,0,0,3,27,5,5,0,0,8,8,45,53,0,0,0,1,0,0,5,,
myv,kal,5,2015-07-13,2015-07-30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,72,0,72,0,1,19,15,0,2,95,,
